name
TABLE_PRIVILEGES
dm_resource_governor_resource_pool_volumes
dm_os_hosts
dm_os_memory_brokers
openkeys
dm_os_memory_allocations
dm_db_xtp_nonclustered_index_stats
dm_db_mirroring_past_actions
dm_xe_session_object_columns
dm_os_loaded_modules
dm_db_task_space_usage
dm_os_memory_objects
availability_groups_cluster
DOMAINS
dm_audit_class_type_map
dm_os_schedulers
dm_os_server_diagnostics_log_configurations
dm_hadr_instance_node_map
dm_io_cluster_valid_path_names
dm_os_dispatcher_pools
dm_xtp_transaction_stats
dm_exec_query_profiles
dm_os_threads
SCHEMATA
ROUTINE_COLUMNS
dm_exec_requests
dm_tran_commit_table
dm_exec_query_parallel_workers
dm_fts_outstanding_batches
dm_exec_query_optimizer_memory_gateways
dm_repl_tranhash
dm_hadr_cluster
dm_qn_subscriptions
dm_db_session_space_usage
availability_read_only_routing_lists
dm_xtp_gc_stats
dm_exec_query_optimizer_info
dm_xe_map_values
dm_db_xtp_index_stats
dm_tran_top_version_generators
dm_fts_fdhosts
dm_xe_sessions
trigger_event_types
COLUMNS
dm_db_log_space_usage
traces
dm_db_column_store_row_group_physical_stats
dm_hadr_name_id_map
dm_os_waiting_tasks
dm_exec_background_job_queue
dm_db_missing_index_details
dm_clr_properties
dm_os_sublatches
dm_exec_session_wait_stats
dm_os_buffer_pool_extension_configuration
dm_exec_query_memory_grants
dm_resource_governor_external_resource_pool_affinity
dm_logpool_hashentries
dm_tran_current_snapshot
TABLE_CONSTRAINTS
dm_exec_valid_use_hints
dm_db_column_store_row_group_operational_stats
KEY_COLUMN_USAGE
dm_os_wait_stats
dm_os_memory_node_access_stats
availability_replicas
dm_os_spinlock_stats
dm_database_encryption_keys
dm_tran_global_transactions_log
availability_groups
dm_db_xtp_checkpoint_stats
VIEWS
dm_hadr_availability_replica_states
dm_broker_connections
dm_db_mirroring_auto_page_repair
dm_exec_compute_node_status
dm_server_registry
VIEW_COLUMN_USAGE
dm_os_dispatchers
dm_os_stacks
dm_tran_global_recovery_transactions
dm_external_script_execution_stats
dm_db_xtp_object_stats
dm_filestream_non_transacted_handles
ROUTINES
dm_xe_session_targets
dm_audit_actions
dm_hadr_availability_group_states
database_query_store_options
dm_os_ring_buffers
dm_hadr_physical_seeding_stats
dm_db_xtp_table_memory_stats
DOMAIN_CONSTRAINTS
dm_db_missing_index_groups
dm_hadr_cluster_members
dm_db_uncontained_entities
dm_exec_cached_plans
dm_hadr_availability_replica_cluster_states
user_token
dm_exec_sessions
dm_broker_forwarded_messages
dm_resource_governor_resource_pools
dm_os_memory_clerks
dm_hadr_auto_page_repair
dm_db_xtp_memory_consumers
dm_repl_articles
dm_xe_session_events
dm_external_script_requests
dm_fts_memory_buffers
dm_fts_index_population
CONSTRAINT_COLUMN_USAGE
securable_classes
dm_db_rda_migration_status
dm_tran_current_transaction
dm_os_cluster_properties
dm_os_child_instances
dm_exec_connections
dm_server_memory_dumps
dm_xtp_threads
system_components_surface_area_configuration
dm_exec_background_job_queue_stats
event_notification_event_types
dm_os_memory_broker_clerks
dm_filestream_file_io_handles
dm_exec_distributed_requests
dm_xtp_transaction_recent_rows
dm_hadr_availability_replica_cluster_nodes
dm_fts_active_catalogs
dm_tran_database_transactions
dm_filestream_file_io_requests
dm_exec_external_work
dm_exec_function_stats
dm_cdc_log_scan_sessions
